訂單編號,日期,門市,城市,產品,類別,單價,數量,金額,付款方式,會員編號
ORD-24428,2026-06-08,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,M0015
ORD-13152,2026-02-04,公館店,台北,可頌,甜點,65,3,195,現金,M0334
ORD-17364,2026-03-22,高雄夢時代店,高雄,可頌,甜點,65,1,65,信用卡,M0035
ORD-16836,2026-03-17,信義旗艦店,台北,卡布奇諾,咖啡,110,2,220,LINE Pay,
ORD-12761,2026-01-31,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,M0232
ORD-16806,2026-03-16,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,2,240,LINE Pay,M0141
ORD-22818,2026-05-22,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0466
ORD-21216,2026-05-04,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,行動支付,M0353
ORD-23831,2026-06-02,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,信用卡,M0148
ORD-22270,2026-05-16,信義旗艦店,台北,肉桂捲,甜點,85,1,85,現金,M0480
ORD-17781,2026-03-27,公館店,台北,美式咖啡,咖啡,75,1,75,行動支付,M0384
ORD-16852,2026-03-17,公館店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0150
ORD-17907,2026-03-28,台中西屯店,台中,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-17636,2026-03-25,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,LINE Pay,
ORD-20667,2026-04-27,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,
ORD-19626,2026-04-16,台中西屯店,台中,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-15556,2026-03-02,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-10541,2026-01-06,高雄夢時代店,高雄市,拿鐵,咖啡,110,1,110,行動支付,
ORD-20593,2026-04-26,高雄夢時代店,高雄,卡布奇諾,咖啡,110,2,220,信用卡,M0375
ORD-22978,2026-05-23,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-19869,2026-04-19,信義旗艦店,台北,拿鐵,咖啡,110,2,220,LINE Pay,
ORD-20014,2026-04-20,竹北高鐵店,新竹,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-14251,2026-02-16,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-19527,2026-04-15,板橋車站店,新北,卡布奇諾,咖啡,110,2,220,信用卡,
ORD-19518,2026-04-15,公館店,台北,卡布奇諾,咖啡,110,2,220,行動支付,M0189
ORD-17691,2026-03-26,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0244
ORD-15496,2026-03-02,公館店,台北,可頌,甜點,65,1,65,行動支付,M0282
ORD-24290,2026-06-07,公館店,台北,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-18180,2026-03-31,公館店,台北,美式咖啡,咖啡,75,2,150,行動支付,
ORD-15828,2026-03-05,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,3,420,信用卡,M0467
ORD-13426,2026-02-07,板橋車站店,新北,美式咖啡,咖啡,75,3,225,LINE Pay,
ORD-24961,2026-06-14,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-24530,2026-06-09,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,現金,M0201
ORD-18051,2026-03-29,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,行動支付,
ORD-11028,2026-01-11,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,行動支付,M0064
ORD-25109,2026-06-16,台中西屯店,台中,美式咖啡,咖啡,75,2,150,現金,M0379
ORD-14963,2026-02-24,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,
ORD-24105,2026-06-05,台中西屯店,台中,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-25070,2026-06-16,公館店,台北,冷萃咖啡,咖啡,140,1,140,LINE Pay,M0039
ORD-17012,2026-03-19,信義旗艦店,臺北,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,M0332
ORD-25164,2026-06-17,公館店,台北,卡布奇諾,咖啡,110,1,110,行動支付,M0231
ORD-17048,2026-03-19,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,2,260,現金,
ORD-24724,2026-06-12,公館店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-13302,2026-02-06,信義旗艦店,台北,肉桂捲,甜點,85,1,85,現金,M0467
ORD-17971,2026-03-29,公館店,台北,美式咖啡,咖啡,75,3,225,信用卡,
ORD-11253,2026-01-14,板橋車站店,新北,拿鐵,咖啡,110,2,220,現金,M0278
ORD-14276,2026-02-16,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,
ORD-25350,2026-06-19,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,現金,M0028
ORD-13530,2026-02-08,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,
ORD-21823,2026-05-10,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,
ORD-21592,2026-05-08,板橋車站店,新北,卡布奇諾,咖啡,110,1,110,信用卡,M0046
ORD-20982,2026-05-01,台中西屯店,台中,卡布奇諾,咖啡,110,3,330,信用卡,
ORD-15258,2026-02-28,信義旗艦店,台北,可頌,甜點,65,3,195,行動支付,
ORD-16725,2026-03-15,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,2,190,信用卡,
ORD-19275,2026-04-12,公館店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-19160,2026-04-11,公館店,臺北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0400
ORD-10015,2026-01-01,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-17608,2026-03-25,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,LINE Pay,
ORD-14282,2026-02-16,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,M0476
ORD-19382,2026-04-13,竹北高鐵店,新竹,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-15690,2026-03-04,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,2,240,信用卡,
ORD-19852,2026-04-19,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-11609,2026-01-18,板橋車站店,新北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-20319,2026-04-24,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,現金,
ORD-16587,2026-03-14,板橋車站店,新北,可頌,甜點,65,1,65,信用卡,M0065
ORD-15513,2026-03-02,板橋車站店,新北,巴斯克起司蛋糕,甜點,120,1,120,現金,M0277
ORD-17166,2026-03-20,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,行動支付,
ORD-11192,2026-01-13,台中西屯店,台中,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,
ORD-26158,2026-06-28,公館店,臺北,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,M0113
ORD-11369,2026-01-15,高雄夢時代店,高雄,卡布奇諾,咖啡,110,2,220,信用卡,M0034
ORD-18570,2026-04-04,台中西屯店,台中,肉桂捲,甜點,85,1,85,現金,M0303
ORD-18397,2026-04-02,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,LINE Pay,
ORD-13789,2026-02-11,板橋車站店,新北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0462
ORD-13062,2026-02-03,信義旗艦店,台北,拿鐵,咖啡,110,2,220,LINE Pay,
ORD-19154,2026-04-11,公館店,台北,冷萃咖啡,咖啡,140,1,140,LINE Pay,M0290
ORD-10837,2026-01-10,信義旗艦店,台北,可頌,甜點,65,3,195,行動支付,
ORD-19516,2026-04-15,公館店,台北,卡布奇諾,咖啡,110,1,110,行動支付,M0319
ORD-26346,2026-06-30,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,
ORD-23288,2026-05-27,信義旗艦店,台北,肉桂捲,甜點,85,1,85,LINE Pay,M0435
ORD-17892,2026-03-28,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,行動支付,M0199
ORD-17901,2026-03-28,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-13334,2026-02-06,板橋車站店,新北,可頌,甜點,65,2,130,信用卡,
ORD-18914,2026-04-08,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,M0306
ORD-21434,2026-05-06,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,行動支付,M0313
ORD-22151,2026-05-14,台中西屯店,台中,冷萃咖啡,咖啡,140,1,140,行動支付,M0381
ORD-20596,2026-04-26,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,信用卡,M0350
ORD-23608,2026-05-30,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,現金,
ORD-21711,2026-05-09,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,
ORD-10490,2026-01-06,公館店,台北,美式咖啡,咖啡,75,1,75,信用卡,M0443
ORD-10839,2026-01-10,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,3,285,LINE Pay,
ORD-22667,2026-05-20,公館店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-16363,2026-03-12,信義旗艦店,台北,拿鐵,咖啡,110,2,220,行動支付,M0029
ORD-13599,2026-02-09,信義旗艦店,台北,肉桂捲,甜點,85,1,85,行動支付,M0216
ORD-18410,2026-04-03,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,M0301
ORD-24734,2026-06-12,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,行動支付,M0316
ORD-11416,2026-01-16,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0406
ORD-21649,2026-05-09,信義旗艦店,台北,肉桂捲,甜點,85,1,85,信用卡,
ORD-24454,2026-06-09,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0278
ORD-16740,2026-03-15,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,現金,
ORD-11756,2026-01-20,公館店,台北,肉桂捲,甜點,85,2,170,行動支付,M0248
ORD-14825,2026-02-22,台中西屯店,台中,拿鐵,咖啡,110,2,220,LINE Pay,M0366
ORD-12638,2026-01-30,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-16860,2026-03-17,公館店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-11046,2026-01-11,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-12742,2026-01-31,信義旗艦店,臺北,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-26053,2026-06-27,板橋車站店,新北,拿鐵,咖啡,110,1,110,行動支付,
ORD-11730,2026-01-19,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,
ORD-22850,2026-05-22,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,
ORD-12217,2026-01-25,公館店,台北,可頌,甜點,65,1,65,LINE Pay,
ORD-16319,2026-03-11,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,
ORD-20215,2026-04-22,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-12845,2026-02-01,信義旗艦店,台北,卡布奇諾,咖啡,110,2,220,LINE Pay,M0331
ORD-18944,2026-04-09,信義旗艦店,臺北,拿鐵,咖啡,110,1,110,現金,M0032
ORD-16571,2026-03-14,公館店,臺北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0146
ORD-12291,2026-01-25,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,現金,M0357
ORD-11988,2026-01-22,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,3,285,行動支付,
ORD-22472,2026-05-18,信義旗艦店,臺北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,
ORD-20066,2026-04-21,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,M0185
ORD-19779,2026-04-18,公館店,臺北,巴斯克起司蛋糕,甜點,120,2,240,行動支付,
ORD-11289,2026-01-14,高雄夢時代店,高雄,拿鐵,咖啡,110,2,220,行動支付,M0452
ORD-15618,2026-03-03,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0420
ORD-25966,2026-06-26,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,M0353
ORD-11836,2026-01-21,信義旗艦店,臺北,卡布奇諾,咖啡,110,2,220,行動支付,
ORD-24005,2026-06-04,板橋車站店,新北,可頌,甜點,65,1,65,行動支付,
ORD-23999,2026-06-04,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,
ORD-14409,2026-02-17,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-23428,2026-05-28,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-10810,2026-01-10,信義旗艦店,台北,肉桂捲,甜點,85,1,85,信用卡,
ORD-25759,2026-06-24,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,M0284
ORD-22936,2026-05-23,公館店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,現金,M0104
ORD-20997,2026-05-01,高雄夢時代店,高雄市,拿鐵,咖啡,110,1,110,行動支付,
ORD-13656,2026-02-09,高雄夢時代店,高雄市,肉桂捲,甜點,85,1,85,行動支付,M0371
ORD-11174,2026-01-13,板橋車站店,新北,肉桂捲,甜點,85,1,85,現金,
ORD-19812,2026-04-18,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,
ORD-11925,2026-01-22,公館店,臺北,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-14569,2026-02-19,高雄夢時代店,高雄市,肉桂捲,甜點,85,1,85,信用卡,M0384
ORD-17238,2026-03-21,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,LINE Pay,M0233
ORD-10250,2026-01-03,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-14382,2026-02-17,台中西屯店,台中,巴斯克起司蛋糕,甜點,120,1,120,現金,M0023
ORD-20102,2026-04-21,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,行動支付,
ORD-19009,2026-04-09,高雄夢時代店,高雄市,肉桂捲,甜點,85,1,85,現金,
ORD-20457,2026-04-25,台中西屯店,台中,卡布奇諾,咖啡,110,1,110,信用卡,M0330
ORD-22185,2026-05-15,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-13199,2026-02-04,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,M0123
ORD-25354,2026-06-19,台中西屯店,台中,拿鐵,咖啡,110,3,330,信用卡,M0313
ORD-14237,2026-02-15,高雄夢時代店,高雄,可頌,甜點,65,1,65,現金,M0358
ORD-13827,2026-02-11,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,行動支付,
ORD-11218,2026-01-13,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,2,260,信用卡,
ORD-24078,2026-06-05,公館店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-12500,2026-01-28,公館店,台北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-18336,2026-04-02,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,信用卡,
ORD-19329,2026-04-12,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,
ORD-12594,2026-01-29,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,信用卡,M0117
ORD-26078,2026-06-27,台中西屯店,台中,卡布奇諾,咖啡,110,2,220,LINE Pay,M0040
ORD-17078,2026-03-19,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,現金,
ORD-24083,2026-06-05,板橋車站店,新北,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-21469,2026-05-07,信義旗艦店,臺北,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-24612,2026-06-11,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,信用卡,M0342
ORD-12944,2026-02-01,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-21445,2026-05-06,台中西屯店,台中,美式咖啡,咖啡,75,2,150,現金,
ORD-25532,2026-06-21,板橋車站店,新北,拿鐵,咖啡,110,1,110,現金,
ORD-21013,2026-05-01,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,2,280,信用卡,
ORD-23318,2026-05-27,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,信用卡,
ORD-18196,2026-03-31,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,現金,M0163
ORD-20815,2026-04-29,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,1,120,LINE Pay,
ORD-10196,2026-01-03,公館店,台北,可頌,甜點,65,1,65,行動支付,
ORD-17760,2026-03-27,信義旗艦店,臺北,抹茶拿鐵,非咖啡飲品,120,2,240,行動支付,M0447
ORD-14676,2026-02-21,公館店,台北,肉桂捲,甜點,85,3,255,LINE Pay,
ORD-24832,2026-06-13,台中西屯店,台中,美式咖啡,咖啡,75,1,75,信用卡,
ORD-17237,2026-03-21,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-13305,2026-02-06,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,現金,M0346
ORD-16878,2026-03-17,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-12671,2026-01-30,板橋車站店,新北,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,
ORD-12644,2026-01-30,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,LINE Pay,M0191
ORD-16741,2026-03-15,高雄夢時代店,高雄,巴斯克起司蛋糕,甜點,120,2,240,行動支付,M0178
ORD-15687,2026-03-04,信義旗艦店,台北,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0032
ORD-21465,2026-05-07,信義旗艦店,台北,拿鐵,咖啡,110,2,220,現金,
ORD-25035,2026-06-15,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,現金,M0039
ORD-11572,2026-01-18,信義旗艦店,台北,美式咖啡,咖啡,75,2,150,現金,M0437
ORD-12615,2026-01-29,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0448
ORD-19174,2026-04-11,板橋車站店,新北,拿鐵,咖啡,110,1,110,信用卡,
ORD-24461,2026-06-09,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,信用卡,M0070
ORD-22118,2026-05-14,信義旗艦店,台北,卡布奇諾,咖啡,110,1,110,信用卡,M0343
ORD-24989,2026-06-15,公館店,台北,可頌,甜點,65,1,65,信用卡,
ORD-16994,2026-03-18,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,1,130,行動支付,M0115
ORD-14233,2026-02-15,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,信用卡,
ORD-14999,2026-02-24,高雄夢時代店,高雄,肉桂捲,甜點,85,1,85,信用卡,
ORD-22722,2026-05-20,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,1,140,行動支付,
ORD-26211,2026-06-28,高雄夢時代店,高雄,蜂蜜柚子茶,非咖啡飲品,95,2,190,現金,
ORD-20161,2026-04-22,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-24751,2026-06-12,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,1,140,信用卡,M0394
ORD-17710,2026-03-26,台中西屯店,台中,拿鐵,咖啡,110,1,110,現金,
ORD-16297,2026-03-11,板橋車站店,新北,卡布奇諾,咖啡,110,1,110,LINE Pay,M0291
ORD-22314,2026-05-16,竹北高鐵店,新竹,可頌,甜點,65,2,130,現金,
ORD-25125,2026-06-16,高雄夢時代店,高雄,美式咖啡,咖啡,75,2,150,信用卡,M0274
ORD-23684,2026-05-31,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,LINE Pay,M0288
ORD-24189,2026-06-06,板橋車站店,新北,拿鐵,咖啡,110,2,220,信用卡,
ORD-25020,2026-06-15,台中西屯店,台中,拿鐵,咖啡,110,2,220,現金,M0418
ORD-13773,2026-02-11,信義旗艦店,台北,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-17100,2026-03-19,高雄夢時代店,高雄市,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-23738,2026-06-01,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,M0185
ORD-14348,2026-02-17,公館店,台北,肉桂捲,甜點,85,2,170,行動支付,
ORD-12537,2026-01-28,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,
ORD-12117,2026-01-24,板橋車站店,新北,卡布奇諾,咖啡,110,1,110,LINE Pay,
ORD-10173,2026-01-03,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,
ORD-14863,2026-02-23,信義旗艦店,臺北,冷萃咖啡,咖啡,140,3,420,行動支付,M0339
ORD-19751,2026-04-18,信義旗艦店,台北,拿鐵,咖啡,110,2,220,現金,
ORD-25179,2026-06-17,竹北高鐵店,新竹,美式咖啡,咖啡,75,2,150,信用卡,M0034
ORD-18192,2026-03-31,板橋車站店,新北,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-23874,2026-06-02,高雄夢時代店,高雄市,冷萃咖啡,咖啡,140,1,140,信用卡,M0314
ORD-10192,2026-01-03,公館店,台北,美式咖啡,咖啡,75,1,75,現金,M0287
ORD-22623,2026-05-19,高雄夢時代店,高雄,冷萃咖啡,咖啡,140,2,280,行動支付,M0395
ORD-20012,2026-04-20,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,信用卡,M0468
ORD-10659,2026-01-08,公館店,臺北,拿鐵,咖啡,110,1,110,信用卡,
ORD-22249,2026-05-15,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,M0123
ORD-21851,2026-05-10,高雄夢時代店,高雄,美式咖啡,咖啡,75,1,75,信用卡,
ORD-20563,2026-04-26,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,行動支付,M0427
ORD-23869,2026-06-02,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,
ORD-17902,2026-03-28,台中西屯店,台中,肉桂捲,甜點,85,1,85,LINE Pay,
ORD-13511,2026-02-08,公館店,台北,蜂蜜柚子茶,非咖啡飲品,95,2,190,行動支付,
ORD-17471,2026-03-24,信義旗艦店,台北,肉桂捲,甜點,85,1,85,信用卡,M0320
ORD-11379,2026-01-16,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,2,240,信用卡,
ORD-10406,2026-01-05,公館店,台北,美式咖啡,咖啡,75,2,150,信用卡,
ORD-26095,2026-06-27,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,現金,
ORD-18155,2026-03-31,信義旗艦店,臺北,可頌,甜點,65,1,65,行動支付,
ORD-22203,2026-05-15,公館店,台北,冷萃咖啡,咖啡,140,3,420,行動支付,
ORD-24297,2026-06-07,公館店,台北,冷萃咖啡,咖啡,140,2,280,LINE Pay,M0455
ORD-22779,2026-05-21,台中西屯店,台中,美式咖啡,咖啡,75,1,75,行動支付,
ORD-14485,2026-02-19,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,行動支付,
ORD-11734,2026-01-20,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-21733,2026-05-09,高雄夢時代店,高雄,可頌,甜點,65,1,65,行動支付,
ORD-18193,2026-03-31,板橋車站店,新北,拿鐵,咖啡,110,2,220,行動支付,
ORD-20873,2026-04-30,公館店,台北,美式咖啡,咖啡,75,1,75,現金,
ORD-20032,2026-04-20,台中西屯店,台中,拿鐵,咖啡,110,1,110,行動支付,M0285
ORD-17241,2026-03-21,竹北高鐵店,新竹,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-17753,2026-03-27,信義旗艦店,台北,焦糖瑪奇朵,咖啡,130,1,130,信用卡,
ORD-17106,2026-03-20,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,LINE Pay,
ORD-26199,2026-06-28,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,信用卡,
ORD-22391,2026-05-17,公館店,臺北,卡布奇諾,咖啡,110,1,110,LINE Pay,M0108
ORD-14320,2026-02-16,高雄夢時代店,高雄,焦糖瑪奇朵,咖啡,130,3,390,信用卡,
ORD-24009,2026-06-04,板橋車站店,新北,拿鐵,咖啡,110,2,220,信用卡,
ORD-14818,2026-02-22,竹北高鐵店,新竹,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-18821,2026-04-07,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,現金,
ORD-14262,2026-02-16,信義旗艦店,台北,美式咖啡,咖啡,75,1,75,行動支付,M0464
ORD-25156,2026-06-17,信義旗艦店,台北,冷萃咖啡,咖啡,140,2,280,行動支付,
ORD-22264,2026-05-16,信義旗艦店,台北,冷萃咖啡,咖啡,140,1,140,信用卡,
ORD-24890,2026-06-14,公館店,台北,拿鐵,咖啡,110,1,110,LINE Pay,M0186
ORD-21355,2026-05-05,竹北高鐵店,新竹,焦糖瑪奇朵,咖啡,130,1,130,信用卡,M0328
ORD-24422,2026-06-08,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,LINE Pay,
ORD-21817,2026-05-10,竹北高鐵店,新竹,抹茶拿鐵,非咖啡飲品,120,2,240,信用卡,
ORD-25034,2026-06-15,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,3,360,行動支付,
ORD-12755,2026-01-31,公館店,台北,冷萃咖啡,咖啡,140,2,280,信用卡,M0068
ORD-12781,2026-01-31,竹北高鐵店,新竹,蜂蜜柚子茶,非咖啡飲品,95,1,95,信用卡,M0395
ORD-15379,2026-03-01,信義旗艦店,台北,蜂蜜柚子茶,非咖啡飲品,95,1,95,LINE Pay,
ORD-16339,2026-03-11,高雄夢時代店,高雄,卡布奇諾,咖啡,110,1,110,行動支付,
ORD-20904,2026-04-30,台中西屯店,台中,肉桂捲,甜點,85,1,85,LINE Pay,M0311
ORD-21065,2026-05-02,板橋車站店,新北,美式咖啡,咖啡,75,2,150,信用卡,M0396
ORD-25607,2026-06-22,信義旗艦店,台北,拿鐵,咖啡,110,1,110,行動支付,M0104
ORD-14904,2026-02-23,台中西屯店,台中,拿鐵,咖啡,110,1,110,信用卡,M0407
ORD-23281,2026-05-27,信義旗艦店,台北,巴斯克起司蛋糕,甜點,120,1,120,行動支付,M0424
ORD-19885,2026-04-19,公館店,台北,美式咖啡,咖啡,75,2,150,信用卡,M0103
ORD-13359,2026-02-06,台中西屯店,台中,抹茶拿鐵,非咖啡飲品,120,1,120,信用卡,M0403
ORD-20407,2026-04-25,信義旗艦店,台北,拿鐵,咖啡,110,1,110,信用卡,
ORD-16789,2026-03-16,板橋車站店,新北,拿鐵,咖啡,110,2,220,信用卡,
ORD-11456,2026-01-17,信義旗艦店,台北,可頌,甜點,65,2,130,行動支付,M0146
ORD-11373,2026-01-15,高雄夢時代店,高雄,拿鐵,咖啡,110,1,110,行動支付,
ORD-11524,2026-01-17,竹北高鐵店,新竹,卡布奇諾,咖啡,110,1,110,信用卡,M0213
ORD-13117,2026-02-03,高雄夢時代店,高雄,卡布奇諾,咖啡,110,2,220,信用卡,
ORD-13920,2026-02-12,高雄夢時代店,高雄,抹茶拿鐵,非咖啡飲品,120,2,240,現金,M0016
